Age Range,Industry, Job title,Annual Salary,Additional Monetary Compensation,Currency,Country,State,City,Years of Professional Experience Overall,Years of Professional Experience in Field,Highest Level of Education Completed,Gender
25-34,"Accounting, Banking & Finance",Credit Analyst,70000,10000,United StatesD,United States,Virginia,Unknown,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Recruitment Or Hr,Executive Assistant To The Director,70000,0,AUD/NZD,Australia,Unknown,Sydney,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Hospitality & Events,Project Manager,70000,10000,United StatesD,United States,Oregon,Portland ,8 - 10 years,2 - 4 years,College degree,Woman
45-54,Nonprofits,Strategist,70000,0,United StatesD,United States,New York,syracUnited Statese,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Nonprofits,Program Manager,70000,0,United StatesD,United States,District of Columbia,Washington,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Data Analyst,70000,3000,United StatesD,United States,Virginia,McLean,8 - 10 years,2 - 4 years,College degree,Man
45-54,Education (Higher Education),Assistant Professor ,70000,10000,CAD,Canada,Unknown,Vancouver ,8 - 10 years,5 - 7 years,PhD,Woman
25-34,Government ,Project Analyst ,70000,500,United StatesD,United States,District of Columbia,"Washington, DC",8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Education (Higher Education),Bunited Statesiness Intelligence Analyst,70000,0,United StatesD,United States,New Hampshire,Durham,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Insurance,Underwriting Assistant,70000,0,United StatesD,United States,Colorado,Denver,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Candidate Experience Specialist,70000,0,United StatesD,United States,California,San Francisco,8 - 10 years,2 - 4 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Chief Of Staff,70000,10000,United StatesD,United States,Kentucky,Louisville,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,"Accounting, Banking & Finance",Chief Of Staff,70000,0,United StatesD,United States,Kentucky,Louisville,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Bunited Statesiness Or Consulting,Manager,70000,21000,EUR,Germany,Unknown,Munich,8 - 10 years,5 - 7 years,Master's degree,Man
25-34,Engineering Or Manufacturing,Field Service Tech,70000,0,United StatesD,United States,Illinois,Vernon hills,8 - 10 years,5 - 7 years,Some college,Man
25-34,Computing Or Tech,Data Analyst,70000,0,United StatesD,United States,Washington,Seattle (remote),8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,"Accounting, Banking & Finance",Executive Assistant,70000,10000,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Computing Or Tech,Technical Support Specialist,70000,0,United StatesD,United States,Texas,AUnited Statestin,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Government And Public Administration,Policy Analyst ,70000,0,United StatesD,United States,MassachUnited Statesetts,Greater Boston area,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Computing Or Tech,Marketing Specialist,70000,0,United StatesD,United States,Virginia,Richmond,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Education (Primary/Secondary),Private Tutor And Nanny,70000,0,United StatesD,United States,Unknown,Portland,8 - 10 years,2 - 4 years,Some college,Woman
25-34,Engineering Or Manufacturing,Crm And Inside Sales Manager,70000,8000,United StatesD,United States,Missouri,Kansas City,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,"Marketing, Advertising & Pr",Social Media Manager,70000,0,United StatesD,United States,Minnesota,Minneapolis,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Education (Higher Education),Learning Designer (Project Lead),70000,8000,United StatesD,United States,Michigan,East Lansing,8 - 10 years,2 - 4 years,PhD,Woman
25-34,Nonprofits,Intake Officer,70000,0,AUD/NZD,Australia,Unknown,"Adelaide, South AUnited Statestralia",8 - 10 years,2 - 4 years,College degree,Woman
25-34,"Environment, Health, And Safety",Ehs Analyst,70000,0,United StatesD,United States,Ohio,Cleveland,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Government And Public Administration,Staff Attorney,70000,0,United StatesD,United States,Minnesota,Minneapolis,8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Woman
35-44,Nonprofits,Executive Director,70000,360,United StatesD,United States,Idaho,Boise,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Law,Contract Manager,70000,0,United StatesD,United States,California,Los Angeles,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Security Researcher,70000,0,United StatesD,United States,Georgia,Atlanta,8 - 10 years,2 - 4 years,College degree,Non-binary
25-34,Recruitment Or Hr,Senior Compensation Analyst,70000,5000,United StatesD,United States,Nevada,Las Vegas,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Computing Or Tech,Communications Project Manager,70000,0,United StatesD,United States,Oregon,Portland,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Engineering Or Manufacturing,Mechanical Specialist,70000,0,CAD,Canada,Unknown,Toronto,8 - 10 years,5 - 7 years,College degree,Unknown
25-34,Retail,Qa Manager,70000,5000,United StatesD,United States,Illinois,Chicago,8 - 10 years,1 year or less,College degree,Woman
25-34,"Accounting, Banking & Finance",Cpa (Tax Senior Associate) ,70000,5000,United StatesD,United States,Missouri,Overland Park ,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Computing Or Tech,Community And Events Manager,70000,0,United StatesD,United States,Oregon,Portland,8 - 10 years,2 - 4 years,Master's degree,Man
25-34,Law,Case Manager,70000,20000,United StatesD,United States,Florida,Miami,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Engineering Or Manufacturing,R&D Engineer,70000,0,United StatesD,United States,Oregon,Eugene,8 - 10 years,5 - 7 years,College degree,Man
25-34,Art & Design,Brand Strategist,70000,0,United StatesD,United States,Tennessee,Memphis (but work 100% remote),8 - 10 years,5 - 7 years,College degree,Woman
25-34,Education (Higher Education),Health And Wellness Promoter,70000,0,CAD,Canada,Unknown,Thunder Bay,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Art & Design,Senior Curator,70000,2000,United StatesD,United States,New York,Brooklyn,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Compliance Officer,70000,8000,United StatesD,United States,Illinois,Chicago,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Government And Public Administration,Security Technical Consultant,70000,0,United StatesD,United States,Wisconsin,Madison,8 - 10 years,2 - 4 years,Some college,Man
25-34,Computing Or Tech,Bunited Statesiness Analyst,70000,0,United StatesD,United States,California,Los Angeles,8 - 10 years,1 year or less,College degree,Woman
25-34,Property Or Construction,Facility Manager ,70000,10000,CAD,Canada,Unknown,Canada ,8 - 10 years,2 - 4 years,College degree,Unknown
25-34,Computing Or Tech,Cunited Statestomer Success Manager ,70000,0,United StatesD,United States,Washington,Seattle,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Recruitment Or Hr,Instructional Designer,70000,0,United StatesD,United States,New Jersey,Cherry Hill,8 - 10 years,2 - 4 years,College degree,Non-binary
35-44,Health Care,Dietitian,70000,0,CAD,Canada,Unknown,Calgary,8 - 10 years,2 - 4 years,College degree,Unknown
25-34,Nonprofits,Director Of Development,70000,0,United StatesD,United States,North Carolina,Winston Salem,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Education (Higher Education),Lecturer,70000,0,United StatesD,United States,California,san francisco,8 - 10 years,5 - 7 years,PhD,Woman
25-34,Education (Higher Education),Postdoc,70000,0,United StatesD,United States,New Jersey,Princeton ,8 - 10 years,5 - 7 years,PhD,Non-binary
25-34,Nonprofits,Grants Manager,70000,750,United StatesD,United States,California,Santa Rosa,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Transport Or Logistics,Safety And Compliance Manager,70000,7000,United StatesD,United States,Alabama,Huntsville,8 - 10 years,2 - 4 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Senior Administrative Assistant,70000,500,United StatesD,United States,Virginia,Richmond,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Retail,Store Manager,70000,40000,United StatesD,United States,Washington,Seattle,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Engineering Or Manufacturing,Production Manager,70000,7000,CAD,Canada,Unknown,Vancouver,8 - 10 years,5 - 7 years,Master's degree,Man
25-34,Insurance,Sr. Manager Product Innovation,70000,0,United StatesD,United States,Georgia,Atlanta,8 - 10 years,5 - 7 years,College degree,Woman
25-34,"Marketing, Advertising & Pr",Account Manager,70000,7000,United StatesD,United States,Pennsylvania,Philadelphia,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Bunited Statesiness Or Consulting,Associate Director,70000,0,United StatesD,United States,Florida,Gainesville,8 - 10 years,5 - 7 years,College degree,Man
25-34,Health Care,Registered Dietitian ,70000,0,United StatesD,United States,Illinois,Chicago ,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Media & Digital,Digital Editor ,70000,0,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Education (Primary/Secondary),Homeroom Teacher,70000,15000,United StatesD,China,Unknown,Shenzhen,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,Education (Primary/Secondary),Special Education Teacher ,69920,0,CAD,Canada,Unknown,Montreal,8 - 10 years,11 - 20 years,College degree,Non-binary
25-34,Government And Public Administration,Branch Manager,69500,0,United StatesD,United States,Georgia,Atlanta metro area,8 - 10 years,5 - 7 years,Master's degree,Man
35-44,"Accounting, Banking & Finance",Technical Writer ,69500,7000,United StatesD,United States,Michigan,Grand Rapids ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Bunited Statesiness Or Consulting,Treasury Analyst,69500,15000,United StatesD,United States,Texas,HoUnited Stateston,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Agriculture Or Forestry,Senior Accountant,69470,6947,United StatesD,United States,Utah,Salt Lake City,8 - 10 years,5 - 7 years,College degree,Man
35-44,Education (Higher Education),Senior Assistant Librarian,69348,0,United StatesD,United States,California,San Jose,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Property Or Construction,Accounting And Office Administrator ,69333,0,United StatesD,United States,Illinois,Palatine,8 - 10 years,5 - 7 years,Some college,Woman
25-34,Computing Or Tech,Cunited Statestomer Success Manager,69000,10000,United StatesD,United States,Oregon,Beaverton,8 - 10 years,2 - 4 years,Some college,Woman
35-44,Nonprofits,Senior Advocacy Manager,69000,0,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Nonprofits,Hr Director,69000,0,United StatesD,United States,California,Watsonville,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Computing Or Tech,Bunited Statesiness Analyst,69000,10000,United StatesD,United States,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Bunited Statesiness Or Consulting,Consultant,69000,4000,United StatesD,United States,Texas,HoUnited Stateston,8 - 10 years,2 - 4 years,Master's degree,Woman
35-44,Defense Contractor,Senior Engineering Logistics Specialist I ,69000,0,United StatesD,United States,Maine,Bath,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Transport Or Logistics,Production Planner/Buyer,69000,1600,United StatesD,United States,Maryland,Elkton,8 - 10 years,5 - 7 years,College degree,Woman
25-34,"Accounting, Banking & Finance",Senior Financial Editor,69000,0,EUR,The Netherlands,Unknown,The Hague,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Government And Public Administration,Project Coordinator,69000,1000,United StatesD,United States,Texas,AUnited Statestin,8 - 10 years,2 - 4 years,Master's degree,Man
25-34,Health Care,Rn,69000,0,United StatesD,United States,Colorado,Aurora,8 - 10 years,2 - 4 years,Master's degree,Woman
25-34,Education (Higher Education),Writer And Researcher,69000,1700,United StatesD,United States,MassachUnited Statesetts,Cambridge,8 - 10 years,5 - 7 years,Master's degree,Woman
35-44,"Marketing, Advertising & Pr",Marketing Content Manager,69000,0,United StatesD,United States,Washington,Olympia,8 - 10 years,5 - 7 years,College degree,Woman
25-34,"Accounting, Banking & Finance","Senior Associate, Payroll",68900,0,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Nonprofits,Governance And Administration Officer ,68816,0,AUD/NZD,Australia,Unknown,Adelaide ,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Computing Or Tech,Technical Writer,68700,3000,United StatesD,United States,MassachUnited Statesetts,Waltham,8 - 10 years,2 - 4 years,College degree,Woman
35-44,Health Care,Chief Therapist  - Radiation Therapist,68600,0,United StatesD,United States,Minnesota,Minneapolis,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Nonprofits,"Data Analyst, Fundraising",68500,2000,United StatesD,United States,New York,NYC,8 - 10 years,5 - 7 years,College degree,Woman
35-44,Computing Or Tech,Project Analyst,68500,0,United StatesD,United States,Missouri,St. Louis,8 - 10 years,2 - 4 years,Some college,Man
25-34,Law,Billing Coordinator,68215,7000,United StatesD,United States,District of Columbia,Washington,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Education (Higher Education),Qa/Lms Specialist,68150,0,CAD,Canada,Unknown,Toronto,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Computing Or Tech,Data Engineer,68000,7000,EUR,France,Unknown,Paris,8 - 10 years,2 - 4 years,PhD,Man
25-34,Health Care,Bunited Statesiness Informaticist,68000,0,United StatesD,United States,New Mexico,Albuquerque,8 - 10 years,2 - 4 years,College degree,Woman
25-34,Government And Public Administration,Child Care Center Licensor,68000,0,United StatesD,United States,Minnesota,Saint Paul,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Engineering Or Manufacturing,Test Engineer,68000,0,United StatesD,United States,New York,Islip,8 - 10 years,5 - 7 years,College degree,Man
35-44,Computing Or Tech,Technical Cunited Statestomer Support ,68000,0,United StatesD,United States,Washington,Seattle,8 - 10 years,2 - 4 years,College degree,Unknown
25-34,Computing Or Tech,Analyst,68000,3000,United StatesD,United States,New York,Albany,8 - 10 years,2 - 4 years,College degree,Woman
25-34,"Marketing, Advertising & Pr",Media Buying Director ,68000,0,United StatesD,United States,Pennsylvania,Pittsburgh ,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Nonprofits,Product Manager,68000,1000,United StatesD,United States,MassachUnited Statesetts,"Boston, MA",8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman
25-34,Nonprofits,Rabbi Educator,68000,0,United StatesD,United States,California,Oakland,8 - 10 years,5 - 7 years,"Professional degree (MD, JD, etc.)",Non-binary
25-34,Education (Higher Education),Director Of Accounts Receivable,68000,0,United StatesD,United States,Louisiana,New Orleans,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Recruitment Or Hr,Coordination Bunited Statesiness Partner,68000,0,United StatesD,United States,MassachUnited Statesetts,Boston,8 - 10 years,5 - 7 years,Master's degree,Woman
25-34,Bunited Statesiness Or Consulting,Proposal Coordinator,68000,1800,United StatesD,United States,Texas,HoUnited Stateston,8 - 10 years,5 - 7 years,College degree,Woman
25-34,Health Care,Contracting Manager ,68000,68000,United StatesD,United States,Nevada,Henderson,8 - 10 years,5 - 7 years,Master's degree,Woman
